UniprotAccession,proteinAtLocation,total,unique
P0CG48,Ub-486-UBC(457-532) [mitochondrial outer membrane],1,1
P0CG48,Ub-486-UBC(457-532) [cytosol],1,1
P0CG48,Ub-484-UBC(457-532) [nucleoplasm],1,1
P0CG48,Ub-484-UBC(457-532) [mitochondrial outer membrane],1,1
P0CG48,Ub-484-UBC(457-532) [cytosol],1,1
P0CG48,Ub-48-UBC(1-76) [nucleoplasm],2,1
P0CG48,Ub-48-UBC(1-76) [mitochondrial outer membrane],1,1
P0CG48,Ub-48-UBC(1-76) [cytosol],1,1
P0CG48,Ub-467-UBC(457-532) [nucleoplasm],1,1
P0CG48,Ub-467-UBC(457-532) [mitochondrial outer membrane],1,1
P0CG48,Ub-467-UBC(457-532) [cytosol],1,1
P0CG48,Ub-462-UBC(457-532) [nucleoplasm],1,1
P0CG48,Ub-462-UBC(457-532) [mitochondrial outer membrane],1,1
P0CG48,Ub-462-UBC(457-532) [cytosol],1,1
P0CG48,Ub-443-UBC(381-456) [plasma membrane],1,1
P0CG48,Ub-443-UBC(381-456) [nucleoplasm],2,1
P0CG48,Ub-443-UBC(381-456) [mitochondrial outer membrane],1,1
P0CG48,Ub-443-UBC(381-456) [endosome membrane],1,1
P0CG48,Ub-443-UBC(381-456) [cytosol],1,1
P0CG48,Ub-428-UBC(381-456) [nucleoplasm],2,1
P0CG48,Ub-428-UBC(381-456) [mitochondrial outer membrane],1,1
P0CG48,Ub-428-UBC(381-456) [cytosol],1,1
P0CG48,Ub-414-UBC(381-456) [nucleoplasm],1,1
P0CG48,Ub-414-UBC(381-456) [mitochondrial outer membrane],1,1
P0CG48,Ub-414-UBC(381-456) [cytosol],1,1
P0CG48,Ub-410-UBC(381-456) [nucleoplasm],1,1
P0CG48,Ub-410-UBC(381-456) [mitochondrial outer membrane],1,1
P0CG48,Ub-410-UBC(381-456) [cytosol],1,1
P0CG48,Ub-408-UBC(381-456) [nucleoplasm],1,1
P0CG48,Ub-408-UBC(381-456) [mitochondrial outer membrane],1,1
P0CG48,Ub-408-UBC(381-456) [cytosol],1,1
P0CG48,Ub-391-UBC(381-456) [nucleoplasm],1,1
P0CG48,Ub-391-UBC(381-456) [mitochondrial outer membrane],1,1
P0CG48,Ub-391-UBC(381-456) [cytosol],1,1
P0CG48,Ub-386-UBC(381-456) [nucleoplasm],1,1
P0CG48,Ub-386-UBC(381-456) [mitochondrial outer membrane],1,1
P0CG48,Ub-386-UBC(381-456) [cytosol],1,1
P0CG48,Ub-367-UBC(305-380) [plasma membrane],1,1
P0CG48,Ub-367-UBC(305-380) [nucleoplasm],2,1
P0CG48,Ub-367-UBC(305-380) [mitochondrial outer membrane],1,1
P0CG48,Ub-367-UBC(305-380) [endosome membrane],1,1
P0CG48,Ub-367-UBC(305-380) [cytosol],1,1
P0CG48,Ub-352-UBC(305-380) [nucleoplasm],2,1
P0CG48,Ub-352-UBC(305-380) [mitochondrial outer membrane],1,1
P0CG48,Ub-352-UBC(305-380) [cytosol],1,1
P0CG48,Ub-338-UBC(305-380) [nucleoplasm],1,1
P0CG48,Ub-338-UBC(305-380) [mitochondrial outer membrane],1,1
P0CG48,Ub-338-UBC(305-380) [cytosol],1,1
P0CG48,Ub-334-UBC(305-380) [nucleoplasm],1,1
P0CG48,Ub-334-UBC(305-380) [mitochondrial outer membrane],1,1
P0CG48,Ub-334-UBC(305-380) [cytosol],1,1
P0CG48,Ub-332-UBC(305-380) [nucleoplasm],1,1
P0CG48,Ub-332-UBC(305-380) [mitochondrial outer membrane],1,1
P0CG48,Ub-332-UBC(305-380) [cytosol],1,1
P0CG48,Ub-33-UBC(1-76) [nucleoplasm],1,1
P0CG48,Ub-33-UBC(1-76) [mitochondrial outer membrane],1,1
P0CG48,Ub-33-UBC(1-76) [cytosol],1,1
P0CG48,Ub-315-UBC(305-380) [nucleoplasm],1,1
P0CG48,Ub-315-UBC(305-380) [mitochondrial outer membrane],1,1
P0CG48,Ub-315-UBC(305-380) [cytosol],1,1
P0CG48,Ub-310-UBC(305-380) [nucleoplasm],1,1
P0CG48,Ub-310-UBC(305-380) [mitochondrial outer membrane],1,1
P0CG48,Ub-310-UBC(305-380) [cytosol],1,1
P0CG48,Ub-291-UBC(229-304) [plasma membrane],1,1
P0CG48,Ub-291-UBC(229-304) [nucleoplasm],2,1
P0CG48,Ub-291-UBC(229-304) [mitochondrial outer membrane],1,1
P0CG48,Ub-291-UBC(229-304) [endosome membrane],1,1
P0CG48,Ub-291-UBC(229-304) [cytosol],1,1
P0CG48,Ub-29-UBC(1-76) [nucleoplasm],1,1
P0CG48,Ub-29-UBC(1-76) [mitochondrial outer membrane],1,1
P0CG48,Ub-29-UBC(1-76) [cytosol],1,1
P0CG48,Ub-276-UBC(229-304) [nucleoplasm],2,1
P0CG48,Ub-276-UBC(229-304) [mitochondrial outer membrane],1,1
P0CG48,Ub-276-UBC(229-304) [cytosol],1,1
P0CG48,Ub-27-UBC(1-76) [nucleoplasm],1,1
P0CG48,Ub-27-UBC(1-76) [mitochondrial outer membrane],1,1
P0CG48,Ub-27-UBC(1-76) [cytosol],1,1
P0CG48,Ub-262-UBC(229-304) [nucleoplasm],1,1
P0CG48,Ub-262-UBC(229-304) [mitochondrial outer membrane],1,1
P0CG48,Ub-262-UBC(229-304) [cytosol],1,1
P0CG48,Ub-258-UBC(229-304) [nucleoplasm],1,1
P0CG48,Ub-258-UBC(229-304) [mitochondrial outer membrane],1,1
P0CG48,Ub-258-UBC(229-304) [cytosol],1,1
P0CG48,Ub-256-UBC(229-304) [nucleoplasm],1,1
P0CG48,Ub-256-UBC(229-304) [mitochondrial outer membrane],1,1
P0CG48,Ub-256-UBC(229-304) [cytosol],1,1
P0CG48,Ub-239-UBC(229-304) [nucleoplasm],1,1
P0CG48,Ub-239-UBC(229-304) [mitochondrial outer membrane],1,1
P0CG48,Ub-239-UBC(229-304) [cytosol],1,1
P0CG48,Ub-234-UBC(229-304) [nucleoplasm],1,1
P0CG48,Ub-234-UBC(229-304) [mitochondrial outer membrane],1,1
P0CG48,Ub-234-UBC(229-304) [cytosol],1,1
P0CG48,Ub-215-UBC(153-228) [plasma membrane],1,1
P0CG48,Ub-215-UBC(153-228) [nucleoplasm],2,1
P0CG48,Ub-215-UBC(153-228) [mitochondrial outer membrane],1,1
P0CG48,Ub-215-UBC(153-228) [endosome membrane],1,1
P0CG48,Ub-215-UBC(153-228) [cytosol],1,1
P0CG48,Ub-200-UBC(153-228) [nucleoplasm],2,1
P0CG48,Ub-200-UBC(153-228) [mitochondrial outer membrane],1,1
P0CG48,Ub-200-UBC(153-228) [cytosol],1,1
P0CG48,Ub-186-UBC(153-228) [nucleoplasm],1,1
P0CG48,Ub-186-UBC(153-228) [mitochondrial outer membrane],1,1
P0CG48,Ub-186-UBC(153-228) [cytosol],1,1
P0CG48,Ub-182-UBC(153-228) [nucleoplasm],1,1
P0CG48,Ub-182-UBC(153-228) [mitochondrial outer membrane],1,1
P0CG48,Ub-182-UBC(153-228) [cytosol],1,1
P0CG48,Ub-180-UBC(153-228) [nucleoplasm],1,1
P0CG48,Ub-180-UBC(153-228) [mitochondrial outer membrane],1,1
P0CG48,Ub-180-UBC(153-228) [cytosol],1,1
P0CG48,Ub-163-UBC(153-228) [nucleoplasm],1,1
P0CG48,Ub-163-UBC(153-228) [mitochondrial outer membrane],1,1
P0CG48,Ub-163-UBC(153-228) [cytosol],1,1
P0CG48,Ub-158-UBC(153-228) [nucleoplasm],1,1
P0CG48,Ub-158-UBC(153-228) [mitochondrial outer membrane],1,1
P0CG48,Ub-158-UBC(153-228) [cytosol],1,1
P0CG48,Ub-139-UBC(77-152) [plasma membrane],1,1
P0CG48,Ub-139-UBC(77-152) [nucleoplasm],2,1
P0CG48,Ub-139-UBC(77-152) [mitochondrial outer membrane],1,1
P0CG48,Ub-139-UBC(77-152) [endosome membrane],1,1
P0CG48,Ub-139-UBC(77-152) [cytosol],1,1
P0CG48,Ub-124-UBC(77-152) [nucleoplasm],2,1
P0CG48,Ub-124-UBC(77-152) [mitochondrial outer membrane],1,1
P0CG48,Ub-124-UBC(77-152) [cytosol],1,1
P0CG48,Ub-110-UBC(77-152) [nucleoplasm],1,1
P0CG48,Ub-110-UBC(77-152) [mitochondrial outer membrane],1,1
P0CG48,Ub-110-UBC(77-152) [cytosol],1,1
P0CG48,Ub-11-UBC(1-76) [nucleoplasm],1,1
P0CG48,Ub-11-UBC(1-76) [mitochondrial outer membrane],1,1
P0CG48,Ub-11-UBC(1-76) [cytosol],1,1
P0CG48,Ub-106-UBC(77-152) [nucleoplasm],1,1
P0CG48,Ub-106-UBC(77-152) [mitochondrial outer membrane],1,1
P0CG48,Ub-106-UBC(77-152) [cytosol],1,1
P0CG48,Ub-104-UBC(77-152) [nucleoplasm],1,1
P0CG48,Ub-104-UBC(77-152) [mitochondrial outer membrane],1,1
P0CG48,Ub-104-UBC(77-152) [cytosol],1,1
P0CG48,N6-glycyl-L-lysine-UBC(77-152) [cytosol],1,1
P0CG48,N6-glycyl-L-lysine-UBC(609-684) [cytosol],1,1
P0CG48,N6-glycyl-L-lysine-UBC(533-608) [cytosol],1,1
P0CG48,N6-glycyl-L-lysine-UBC(457-532) [cytosol],1,1
P0CG48,N6-glycyl-L-lysine-UBC(381-456) [cytosol],1,1
P0CG48,N6-glycyl-L-lysine-UBC(305-380) [cytosol],1,1
P0CG48,N6-glycyl-L-lysine-UBC(229-304) [cytosol],1,1
P0CG48,N6-glycyl-L-lysine-UBC(153-228) [cytosol],1,1
P0CG48,N6-glycyl-L-lysine-UBC(1-76) [cytosol],1,1
P10070,ub-p11S-GLI2 [ciliary base],12,2
P10070,ub-2p-GLI2 [nucleoplasm],2,2
P10070,p8S-GLI2 [ciliary base],8,1
P10070,p4S-GLI2 [ciliary base],4,1
P10070,p11S-GLI2 [ciliary base],11,1
P10070,p-GLI2 [nucleoplasm],1,1
P10070,p-GLI2 [ciliary tip],1,1
P10070,2p-GLI2 [nucleoplasm],1,1
P10071,ub-p13S-GLI3 [ciliary base],11,2
P10071,ub-2p-GLI3 [nucleoplasm],2,2
P10071,p6S-GLI3 [ciliary base],6,1
P10071,p13S-GLI3 [ciliary base],7,1
P10071,p10S-GLI3 [ciliary base],7,1
P10071,p-GLI3 [nucleoplasm],1,1
P10071,p-GLI3 [ciliary tip],1,1
P10071,2p-GLI3 [nucleoplasm],1,1
P10253,GAA M318T [lysosomal lumen],2,2
P10253,GAA E521K [lysosomal lumen],2,2
P10275,PolyUb-AR [nucleoplasm],1,1
P10276,"SUMO2-K166,177,399-p-S219,269-RARA [nucleoplasm]",5,2
P10398,p-S576 ARAF [cytosol],1,1
P10398,"p-S299,S302,T452,T455,S576 ARAF [plasma membrane]",5,3
P10398,"p-S299,S302,T452,T455,S576 ARAF [cytosol]",5,3
P10398,"p-S214,S576 ARAF [cytosol]",2,1
P10515,"lipo-K132,K259-DLAT [mitochondrial matrix]",2,1
P10599,2xHC-TXN [cytosol],2,1
P10721,"p-S741,S746-KIT [plasma membrane]",2,1
P10721,p-8Y-KIT [plasma membrane],8,1
P10721,p-7Y-KIT [plasma membrane],7,1
P10747,p-Y191-CD28 [plasma membrane],1,1
P10912,"p-Y332,Y487,Y627-GHR(19-638) [plasma membrane]",3,1
P10912,p-5Y-GHR(19-638) [plasma membrane],5,1
P11166,SLC2A1 Y449* [plasma membrane],1,1
P11166,SLC2A1 S342L [plasma membrane],2,2
P11166,SLC2A1 R223P [plasma membrane],2,2
P11166,SLC2A1 R126L [plasma membrane],2,2
P11166,SLC2A1 K456* [plasma membrane],1,1
P11166,SLC2A1 K256V [plasma membrane],2,2
P11168,SLC2A2 V423E [plasma membrane],2,2
P11168,SLC2A2 R365* [plasma membrane],1,1
P11168,SLC2A2 R301* [plasma membrane],1,1
P11168,SLC2A2 Q287* [plasma membrane],1,1
P11168,SLC2A2 P417L [plasma membrane],2,2
P11168,SLC2A2 L389P [plasma membrane],2,2
P11182,lipo-K44-DBT [mitochondrial matrix],1,1
P11216,PXLP-p-S14-PYGB [cytosol],2,2
P11216,PXLP-PYGB [extracellular region],1,1
P11216,PXLP-PYGB [cytosol],1,1
P11216,PXLP-PYGB [azurophil granule lumen],1,1
P11217,PXLP-p-S15-PYGM [cytosol],2,2
P11217,PXLP-PYGM [cytosol],1,1
P11245,AcC-NAT2 [cytosol],1,1
P11274,pY177-BCR-p-FGFR1 fusion [cytosol],3,1
P11274,BCR-p-FGFR1 fusion [cytosol],2,1
P11362,p-8Y-FGFR1c [plasma membrane],8,1
P11362,p-8Y-FGFR1c P252R [plasma membrane],10,3
P11362,p-8Y-FGFR1b [plasma membrane],8,1
P11362,p-8Y-FGFR1 P252T [plasma membrane],10,3
P11362,p-8Y-FGFR1 P252S [plasma membrane],10,3
P11362,p-8Y-FGFR1 N546K [plasma membrane],10,3
P11362,p-8Y-FGFR1 K656E [plasma membrane],10,3
P11362,p-8Y- FGFR1 R576W [plasma membrane],10,3
P11362,p-6Y FGFR1(22-763):TACC1(571-805) fusion [plasma membrane],6,1
P11362,FGFR1c P252R [plasma membrane],2,2
P11362,FGFR1 R576W [plasma membrane],2,2
P11362,FGFR1 P252T [plasma membrane],2,2
P11362,FGFR1 P252S [plasma membrane],2,2
P11362,FGFR1 N546K [plasma membrane],2,2
P11362,FGFR1 K656E [plasma membrane],2,2
P11387,SUMO1-K117-TOP1 [nucleoplasm],1,1
P11388,"SUMO2,3-TOP2A [nucleoplasm]",1,1
P11388,SUMO1-K-TOP2A [nucleoplasm],1,1
P11488,N-(C14:2)-GNAT1 [photoreceptor disc membrane],1,1
P11488,N-(C14:1)-GNAT1 [photoreceptor disc membrane],1,1
P11488,N-(C14:0)-GNAT1 [photoreceptor disc membrane],1,1
P11488,N-(C12:0)-GNAT1 [photoreceptor disc membrane],1,1
P11498,Btn-PC [mitochondrial matrix],1,1
P11498,Btn-PC [cytosol],1,1
P11511,CYP19A1 R375C [endoplasmic reticulum membrane],2,2
P11511,CYP19A1 R365Q [endoplasmic reticulum membrane],2,2
P11511,CYP19A1 E210K [endoplasmic reticulum membrane],2,2
P11511,CYP19A1 C437Y [endoplasmic reticulum membrane],2,2
P11686,pro-SFTPC P30L [endoplasmic reticulum membrane],2,2
P11686,pro-SFTPC P115L [endoplasmic reticulum membrane],2,2
P11802,p-T172-CDK4 [nucleoplasm],1,1
P11912,"p-Y188,Y199-CD79A [plasma membrane]",2,1
P11926,PXLP-ODC1 [cytosol],1,1
P12004,"SUMO1-K164,K254,K-PCNA [nucleoplasm]",3,1
P12004,MonoUb-K164-PCNA [nucleoplasm],1,1
P12004,"ISG-K164,ISG-K168-PCNA [nucleoplasm]",2,1
P12107,Glu-Gal-Hyl-collagen alpha-1(XI) chain [extracellular region],1,1
P12107,Glu-Gal-Hyl-collagen alpha-1(XI) chain N-term fragment [extracellular region],1,1
P12107,Glu-Gal-Hyl-collagen alpha-1(XI) chain C-term fragment [extracellular region],1,1
P12107,GlcGalHyl-COL11A1(512-1806) [extracellular region],1,1
P12107,GlcGalHyl-COL11A1(36-1806) [extracellular region],1,1
P12107,GlcGalHyl-COL11A1(36-1806) [endoplasmic reticulum lumen],1,1
P12107,GalHyl-COL11A1(512-1806) [extracellular region],1,1
P12107,GalHyl-COL11A1(36-1806) [extracellular region],1,1
P12107,GalHyl-COL11A1(36-1806) [endoplasmic reticulum lumen],1,1
P12107,5Hyl-COL11A1(512-1806) [extracellular region],1,1
P12107,5Hyl-COL11A1(36-1806) [extracellular region],1,1
P12107,5Hyl-COL11A1(36-1806) [endoplasmic reticulum lumen],1,1
P12107,5-hydroxylysyl-collagen alpha-1(XI) chain [extracellular region],1,1
P12107,5-hydroxylysyl-collagen alpha-1(XI) chain N-term fragment [extracellular region],1,1
P12107,5-hydroxylysyl-collagen alpha-1(XI) chain C-term fragment [extracellular region],1,1
P12107,5-Gal-Hyl-collagen alpha-1(XI) chain [extracellular region],1,1
P12107,5-Gal-Hyl-collagen alpha-1(XI) chain N-term fragment [extracellular region],1,1
P12107,5-Gal-Hyl-collagen alpha-1(XI) chain C-term fragment [extracellular region],1,1
P12107,4-hydroxyprolyl collagen alpha-1(XI) chain [extracellular region],1,1
P12107,4-hydroxyprolyl collagen alpha-1(XI) chain N-term fragment [extracellular region],1,1
P12107,4-hydroxyprolyl collagen alpha-1(XI) chain C-term fragment [extracellular region],1,1
P12107,4-Hyp Glu-Gal-Hyl-collagen alpha-1(XI) chain [extracellular region],2,2
P12107,4-Hyp Glu-Gal-Hyl-collagen alpha-1(XI) chain N-term fragment [extracellular region],2,2
P12107,4-Hyp Glu-Gal-Hyl-collagen alpha-1(XI) chain C-term fragment [extracellular region],2,2
P12107,4-Hyp 5-Hyl-collagen alpha-1(XI) chain [extracellular region],2,2
P12107,4-Hyp 5-Hyl-collagen alpha-1(XI) chain N-term fragment [extracellular region],2,2
P12107,4-Hyp 5-Hyl-collagen alpha-1(XI) chain C-term fragment [extracellular region],2,2
P12107,4-Hyp 5-Gal-Hyl-collagen alpha-1(XI) chain [extracellular region],2,2
P12107,4-Hyp 5-Gal-Hyl-collagen alpha-1(XI) chain N-term fragment [extracellular region],2,2
P12107,4-Hyp 5-Gal-Hyl-collagen alpha-1(XI) chain C-term fragment [extracellular region],2,2
P12107,3x4Hyp-GlcGalHyl-COL11A1(512-1806) [extracellular region],2,2
P12107,3x4Hyp-GlcGalHyl-COL11A1(36-1806) [extracellular region],2,2
P12107,3x4Hyp-GlcGalHyl-COL11A1(36-1806) [endoplasmic reticulum lumen],2,2
P12107,3x4Hyp-GalHyl-COL11A1(512-1806) [extracellular region],2,2
P12107,3x4Hyp-GalHyl-COL11A1(36-1806) [extracellular region],2,2
P12107,3x4Hyp-GalHyl-COL11A1(36-1806) [endoplasmic reticulum lumen],2,2
P12107,3x4Hyp-COL11A1(512-1806) [extracellular region],1,1
P12107,3x4Hyp-COL11A1(36-1806) [extracellular region],1,1
P12107,3x4Hyp-COL11A1(36-1806) [endoplasmic reticulum lumen],1,1
P12107,3x4Hyp-5Hyl-COL11A1(512-1806) [extracellular region],2,2
P12107,3x4Hyp-5Hyl-COL11A1(36-1806) [extracellular region],2,2
P12107,3x4Hyp-5Hyl-COL11A1(36-1806) [endoplasmic reticulum lumen],2,2
P12107,3x4Hyp-3Hyp-GlcGalHyl-COL11A1(512-1806) [extracellular region],3,3
P12107,3x4Hyp-3Hyp-GlcGalHyl-COL11A1(36-1806) [extracellular region],3,3
P12107,3x4Hyp-3Hyp-GlcGalHyl-COL11A1(36-1806) [endoplasmic reticulum lumen],3,3
P12107,3x4Hyp-3Hyp-GalHyl-COL11A1(512-1806) [extracellular region],3,3
P12107,3x4Hyp-3Hyp-GalHyl-COL11A1(36-1806) [extracellular region],3,3
P12107,3x4Hyp-3Hyp-GalHyl-COL11A1(36-1806) [endoplasmic reticulum lumen],3,3
P12107,3x4Hyp-3Hyp-COL11A1(512-1806) [extracellular region],2,2
P12107,3x4Hyp-3Hyp-COL11A1(36-1806) [extracellular region],2,2
P12107,3x4Hyp-3Hyp-COL11A1(36-1806) [endoplasmic reticulum lumen],2,2
P12107,3x4Hyp-3Hyp-5Hyl-COL11A1(512-1806) [extracellular region],3,3
P12107,3x4Hyp-3Hyp-5Hyl-COL11A1(36-1806) [extracellular region],3,3
P12107,3x4Hyp-3Hyp-5Hyl-COL11A1(36-1806) [endoplasmic reticulum lumen],3,3
P12107,"3,4-hydroxyprolyl-collagen alpha-1(XI) chain [extracellular region]",2,2
P12107,"3,4-hydroxyprolyl-collagen alpha-1(XI) chain N-term fragment [extracellular region]",2,2
P12107,"3,4-hydroxyprolyl-collagen alpha-1(XI) chain C-term fragment [extracellular region]",2,2
P12107,"3,4-Hyp Glu-Gal-Hyl-collagen alpha-1(XI) chain [extracellular region]",3,3
P12107,"3,4-Hyp Glu-Gal-Hyl-collagen alpha-1(XI) chain N-term fragment [extracellular region]",3,3
P12107,"3,4-Hyp Glu-Gal-Hyl-collagen alpha-1(XI) chain C-term fragment [extracellular region]",3,3
P12107,"3,4-Hyp 5-Hyl-collagen alpha-1(XI) chain [extracellular region]",3,3
P12107,"3,4-Hyp 5-Hyl-collagen alpha-1(XI) chain N-term fragment [extracellular region]",3,3
P12107,"3,4-Hyp 5-Hyl-collagen alpha-1(XI) chain C-term fragment [extracellular region]",3,3
P12107,"3,4-Hyp 5-Gal-Hyl-collagen alpha-1(XI) chain [extracellular region]",3,3
P12107,"3,4-Hyp 5-Gal-Hyl-collagen alpha-1(XI) chain N-term fragment [extracellular region]",3,3
P12107,"3,4-Hyp 5-Gal-Hyl-collagen alpha-1(XI) chain C-term fragment [extracellular region]",3,3
P12109,GlcGalHyl-COL6A1(?-1028) [extracellular region],1,1
P12109,GlcGalHyl-COL6A1(20-?) [extracellular region],1,1
P12109,GlcGalHyl-COL6A1 [extracellular region],1,1
P12109,GlcGalHyl-COL6A1 [endoplasmic reticulum lumen],1,1
P12109,GalHyl-COL6A1(?-1028) [extracellular region],1,1
P12109,GalHyl-COL6A1(20-?) [extracellular region],1,1
P12109,GalHyl-COL6A1 [extracellular region],1,1
P12109,GalHyl-COL6A1 [endoplasmic reticulum lumen],1,1
P12109,5Hyl-COL6A1(?-1028) [extracellular region],1,1
P12109,5Hyl-COL6A1(20-?) [extracellular region],1,1
P12109,5Hyl-COL6A1 [extracellular region],1,1
P12109,5Hyl-COL6A1 [endoplasmic reticulum lumen],1,1
P12109,3x4Hyp-GlcGalHyl-COL6A1(?-1028) [extracellular region],2,2
P12109,3x4Hyp-GlcGalHyl-COL6A1(20-?) [extracellular region],2,2
P12109,3x4Hyp-GlcGalHyl-COL6A1 [extracellular region],2,2
P12109,3x4Hyp-GlcGalHyl-COL6A1 [endoplasmic reticulum lumen],2,2
P12109,3x4Hyp-GalHyl-COL6A1(?-1028) [extracellular region],2,2
P12109,3x4Hyp-GalHyl-COL6A1(20-?) [extracellular region],2,2
P12109,3x4Hyp-GalHyl-COL6A1 [extracellular region],2,2
P12109,3x4Hyp-GalHyl-COL6A1 [endoplasmic reticulum lumen],2,2
P12109,3x4Hyp-COL6A1(?-1028) [extracellular region],1,1
P12109,3x4Hyp-COL6A1(20-?) [extracellular region],1,1
P12109,3x4Hyp-COL6A1 [extracellular region],1,1
P12109,3x4Hyp-COL6A1 [endoplasmic reticulum lumen],1,1
P12109,3x4Hyp-5Hyl-COL6A1(?-1028) [extracellular region],2,2
P12109,3x4Hyp-5Hyl-COL6A1(20-?) [extracellular region],2,2
P12109,3x4Hyp-5Hyl-COL6A1 [extracellular region],2,2
P12109,3x4Hyp-5Hyl-COL6A1 [endoplasmic reticulum lumen],2,2
P12109,3x4Hyp-3Hyp-GlcGalHyl-COL6A1(?-1028) [extracellular region],3,3
P12109,3x4Hyp-3Hyp-GlcGalHyl-COL6A1(20-?) [extracellular region],3,3
P12109,3x4Hyp-3Hyp-GlcGalHyl-COL6A1 [extracellular region],3,3
P12109,3x4Hyp-3Hyp-GlcGalHyl-COL6A1 [endoplasmic reticulum lumen],3,3
P12109,3x4Hyp-3Hyp-GalHyl-COL6A1(?-1028) [extracellular region],3,3
P12109,3x4Hyp-3Hyp-GalHyl-COL6A1(20-?) [extracellular region],3,3
P12109,3x4Hyp-3Hyp-GalHyl-COL6A1 [extracellular region],3,3
P12109,3x4Hyp-3Hyp-GalHyl-COL6A1 [endoplasmic reticulum lumen],3,3
P12109,3x4Hyp-3Hyp-COL6A1(?-1028) [extracellular region],2,2
P12109,3x4Hyp-3Hyp-COL6A1(20-?) [extracellular region],2,2
P12109,3x4Hyp-3Hyp-COL6A1 [extracellular region],2,2
P12109,3x4Hyp-3Hyp-COL6A1 [endoplasmic reticulum lumen],2,2
P12109,3x4Hyp-3Hyp-5Hyl-COL6A1(?-1028) [extracellular region],3,3
P12109,3x4Hyp-3Hyp-5Hyl-COL6A1(20-?) [extracellular region],3,3
P12109,3x4Hyp-3Hyp-5Hyl-COL6A1 [extracellular region],3,3
P12109,3x4Hyp-3Hyp-5Hyl-COL6A1 [endoplasmic reticulum lumen],3,3
P12110,GlcGalHyl-COL6A2(?-1019) [extracellular region],1,1
P12110,GlcGalHyl-COL6A2(21-?) [extracellular region],1,1
P12110,GlcGalHyl-COL6A2 [extracellular region],1,1
P12110,GlcGalHyl-COL6A2 [endoplasmic reticulum lumen],1,1
P12110,GalHyl-COL6A2(?-1019) [extracellular region],1,1
P12110,GalHyl-COL6A2(21-?) [extracellular region],1,1
P12110,GalHyl-COL6A2 [extracellular region],1,1
P12110,GalHyl-COL6A2 [endoplasmic reticulum lumen],1,1
P12110,5Hyl-COL6A2(?-1019) [extracellular region],1,1
P12110,5Hyl-COL6A2(21-?) [extracellular region],1,1
P12110,5Hyl-COL6A2 [extracellular region],1,1
P12110,5Hyl-COL6A2 [endoplasmic reticulum lumen],1,1
P12110,3x4Hyp-GlcGalHyl-COL6A2(?-1019) [extracellular region],2,2
P12110,3x4Hyp-GlcGalHyl-COL6A2(21-?) [extracellular region],2,2
P12110,3x4Hyp-GlcGalHyl-COL6A2 [extracellular region],2,2
P12110,3x4Hyp-GlcGalHyl-COL6A2 [endoplasmic reticulum lumen],2,2
P12110,3x4Hyp-GalHyl-COL6A2(?-1019) [extracellular region],2,2
P12110,3x4Hyp-GalHyl-COL6A2(21-?) [extracellular region],2,2
P12110,3x4Hyp-GalHyl-COL6A2 [extracellular region],2,2
P12110,3x4Hyp-GalHyl-COL6A2 [endoplasmic reticulum lumen],2,2
P12110,3x4Hyp-COL6A2(?-1019) [extracellular region],1,1
P12110,3x4Hyp-COL6A2(21-?) [extracellular region],1,1
P12110,3x4Hyp-COL6A2 [extracellular region],1,1
P12110,3x4Hyp-COL6A2 [endoplasmic reticulum lumen],1,1
P12110,3x4Hyp-5Hyl-COL6A2(?-1019) [extracellular region],2,2
P12110,3x4Hyp-5Hyl-COL6A2(21-?) [extracellular region],2,2
P12110,3x4Hyp-5Hyl-COL6A2 [extracellular region],2,2
P12110,3x4Hyp-5Hyl-COL6A2 [endoplasmic reticulum lumen],2,2
P12110,3x4Hyp-3Hyp-GlcGalHyl-COL6A2(?-1019) [extracellular region],3,3
P12110,3x4Hyp-3Hyp-GlcGalHyl-COL6A2(21-?) [extracellular region],3,3
P12110,3x4Hyp-3Hyp-GlcGalHyl-COL6A2 [extracellular region],3,3
P12110,3x4Hyp-3Hyp-GlcGalHyl-COL6A2 [endoplasmic reticulum lumen],3,3
P12110,3x4Hyp-3Hyp-GalHyl-COL6A2(?-1019) [extracellular region],3,3
P12110,3x4Hyp-3Hyp-GalHyl-COL6A2(257-1019) [endoplasmic reticulum lumen],3,3
P12110,3x4Hyp-3Hyp-GalHyl-COL6A2(21-?) [extracellular region],3,3
P12110,3x4Hyp-3Hyp-GalHyl-COL6A2 [extracellular region],3,3
P12110,3x4Hyp-3Hyp-COL6A2(?-1019) [extracellular region],2,2
P12110,3x4Hyp-3Hyp-COL6A2(21-?) [extracellular region],2,2
P12110,3x4Hyp-3Hyp-COL6A2 [extracellular region],2,2
P12110,3x4Hyp-3Hyp-COL6A2 [endoplasmic reticulum lumen],2,2
P12110,3x4Hyp-3Hyp-5Hyl-COL6A2(?-1019) [extracellular region],3,3
P12110,3x4Hyp-3Hyp-5Hyl-COL6A2(21-?) [extracellular region],3,3
P12110,3x4Hyp-3Hyp-5Hyl-COL6A2 [extracellular region],3,3
P12110,3x4Hyp-3Hyp-5Hyl-COL6A2 [endoplasmic reticulum lumen],3,3
P12111,GlcGalHyl-COL6A3(?-3176) [extracellular region],1,1
P12111,GlcGalHyl-COL6A3(26-?) [extracellular region],1,1
P12111,GlcGalHyl-COL6A3(26-3176) [extracellular region],1,1
